Date,BBDC4.SA,BOVA11.SA,CIEL3.SA,CSNA3.SA,ENEV3.SA,ITSA4.SA,LIGT3.SA,STBP3.SA,SUZB3.SA,TOTS3.SA
2020-03-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-03-17,1.080258290896,1.0248268078956306,1.0920000076293945,1.0763889174034573,1.0827697184532208,1.0483516002130362,0.9756969150714492,1.0313316256835703,0.986958025086777,1.0226171026157407
2020-03-18,0.9543358045580002,0.9383660981769183,1.018000030517578,0.9319444744307326,0.8734300001805992,0.9967032213859466,0.7698356421704837,0.7885117600744613,0.8678181216401638,0.8657107943375164
2020-03-19,0.9571033075606665,0.9382217255382533,0.9300000190734863,0.8833333752773437,0.937520171517639,0.9626373474356956,0.7062187473968236,0.9216710291664986,0.9633415267972391,0.8501615122162366
2020-03-20,0.8874538514893331,0.9349018155933022,0.8859999656677247,0.8555555570272753,0.9539453000655685,0.913186821017975,0.625446757909464,0.8877285021137706,0.965456418026266,0.8830775270192955
2020-03-23,0.8150368924153333,0.8826501530504144,0.8279999732971192,0.8055556033864446,0.9407407343703986,0.8274725158409489,0.5218013088038388,0.8355091674746753,1.01515679891107,0.8828756223052249
2020-03-24,0.9377306105873332,0.9728637805060156,0.8100000381469726,0.8055556033864446,1.0338164013803677,0.8868131161024024,0.5239456786009795,0.9477807276111877,1.0186816624469017,0.9271001498994212
2020-03-25,1.007841331822,1.0353638080370298,1.0,0.9097222728125857,1.0463768913619649,0.9461537687635414,0.6190135803497551,1.0887728875615468,1.034543514742554,1.110662348375992
2020-03-26,1.029059001471333,1.0763568274933077,1.0,0.9861111239886582,1.133977454094325,0.9868130951425282,0.7505361094913569,1.2323759488810637,0.9887204232391028,1.0737075459903271
2020-03-27,0.9621771363800001,1.0135681648090207,0.9220000267028808,0.9402778000375377,1.0914653855835892,0.9340658949101251,0.7090779298491068,1.1749347492533702,1.1586181868006233,0.9192245564817461
2020-03-30,0.9921586681779999,1.0392609882885269,0.9520000457763672,0.9805555735841214,1.1078905755598176,0.9692306950650605,0.705503934741681,1.263707636814917,1.1980966046169936,0.9478998019546626
2020-03-31,0.9580258378873334,1.0010103882225405,0.8880000114440918,0.969444472775048,1.1191626684010743,0.9637362736403802,0.6897783971699799,1.1697128220144888,1.261543879337243,0.9426494320207011
2020-04-01,0.9160516757746668,0.9841224235926256,0.8560000419616699,0.9500000463591693,1.101127196998466,0.9076922947939235,0.6225875754571808,1.0417754801613328,1.317589001140308,0.9040791608220734
2020-04-02,0.9202029742673336,1.0050519411127024,0.8460000038146973,0.9680555520602213,1.1014493269977006,0.9197801686473398,0.6490350301828723,1.0234987348252484,1.4064152395336011,0.9208400252947089
2020-04-03,0.8860700559993328,0.9656466903095675,0.7960000038146973,0.8680555785511753,1.0418679313688646,0.8912087161217693,0.6426018526231634,0.9738903638055939,1.4028903087665896,0.8873182193159721
2020-04-06,0.9700184682020002,1.0311778825082032,0.8100000381469726,0.9097222728125857,1.0534621542093558,0.9571428212116442,0.6726233024562807,0.9921671091416782,1.410645021991655,0.9432552231963789
2020-04-07,1.0064575363319996,1.061056631516536,0.8220000267028809,0.965277776857953,1.1004830598565944,0.9857142737372148,0.6826304751234152,1.0182768075863673,1.310891699914166,1.0278675495831682
2020-04-08,0.9392804193070131,1.0931005296086147,1.0039999961853028,1.0291666727375102,1.0821255813113493,1.0241757477068325,0.7326662021225151,1.0443864437807735,1.3380330617395355,1.1003635132221397
2020-04-09,0.9388606794454332,1.0806871256607995,0.965999984741211,0.9958333703102898,1.1037037455659517,1.0153845476680987,0.7576840997062083,1.0443864437807735,1.2477969855017976,1.0854200222765376
2020-04-13,0.9631826293328397,1.0933891647618876,0.9899999618530273,1.0180555719284368,1.1198068055429458,1.0428570739889846,0.7448177445867904,1.0600522254974172,1.2819879399364706,1.1237883887610947
2020-04-14,0.9737085015313335,1.109266741169262,0.965999984741211,1.0333333686546053,1.1842190454509212,1.054945052641772,0.8198713691695835,1.080939934452942,1.3394430340463401,1.1108642530900628
2020-04-15,0.9455719424093332,1.0977194629293792,0.9619999885559082,1.0125000215239002,1.1916264382975466,1.0219780000968346,0.8041458315978823,1.0417754801613328,1.3123016722209706,1.1389337844207672
2020-04-16,0.9211254166166662,1.081553141244675,0.9239999771118164,1.0333333686546053,1.1755233783205528,0.9912087999612662,0.7762687515619059,1.0391645165418921,1.2752907731726884,1.1728594768611111
2020-04-17,0.9391144060773334,1.0969977098601116,0.9060000419616699,1.0541667157853105,1.1542673440651847,1.004395600019367,0.7877055495393256,1.0704960799751795,1.263306277489569,1.1920435830699239
2020-04-20,0.9086716091160002,1.0920901413860742,0.8800000190734864,1.0166667174409951,1.1819646268826698,0.9857142737372148,0.7969978413830309,1.1331593313423203,1.2308775867448618,0.3972798789896691
2020-04-22,0.9054427529726662,1.1215357724784123,0.8819999694824219,1.0194444926432633,1.1703704040421787,0.9846153475325302,0.819156556514441,1.182767702361975,1.2410996842756556,0.40589661138257277
2020-04-23,0.8925276803086667,1.1063799491403055,0.8520000457763672,1.0416666942614103,1.1748792411786813,0.9714285474744295,0.791994289133607,1.1775457751230938,1.2886852411626126,0.39452138760998356
2020-04-24,0.8228782242373333,1.0451790551091615,0.8159999847412109,0.9833333487863898,1.1120772826970857,0.9230768424620223,0.7290922070150894,1.0887728875615468,1.3792738777082316,0.357431352974967
2020-04-27,0.8468634848666668,1.0867494549960421,0.8220000267028809,1.0069444711193634,1.171336548326687,0.9527472211922773,0.7512509221464994,1.0966057161695857,1.4134648321429044,0.3933764006898809
2020-04-28,0.9211254166166662,1.1301963688133956,0.8359999656677246,1.0847222430102625,1.1703704040421787,1.0197801476874657,0.8012866491455991,1.0966057161695857,1.3623546134136557,0.39014538603048937
2020-04-29,0.9520294787413329,1.15733258830738,0.8460000038146973,1.2541666628034025,1.1726248226104299,1.0175824000774676,0.8548963712521246,1.1409921599503592,1.3648219977193838,0.395799680942791
2020-04-30,0.8833025529966664,1.1144630549206291,0.8119999885559082,1.2444444827091556,1.1587761812016875,0.9890109475518972,0.8120085662995895,1.0652741527362983,1.3891434149311441,0.39815628873098224
2020-05-04,0.8440958938866662,1.0984411058745898,0.7880000114440918,1.1430555222578982,1.136554002661811,0.9560438950069597,0.7626876519556323,1.0443864437807735,1.427564286286231,0.4038772175912698
2020-05-05,0.8440958938866662,1.1047921804871623,0.7820000171661377,1.1055555901409677,1.1694042597576704,0.9791208213084789,0.7791279340141891,1.0130548803474861,1.4663375834868388,0.40932956927276787
2020-05-06,0.8265682575666666,1.0998845018890682,0.7619999885559082,1.125000082784231,1.1423511140820566,0.9560438950069597,0.7312365768122301,0.9895561455222376,1.4758546948642304,0.39761713150329037
2020-05-07,0.7910516317859997,1.0883372236491853,0.7199999809265136,1.1791666661147717,1.1175523869746944,0.910988968608606,0.6790564800159895,0.9399477745025829,1.5865349661635555,0.36773018812881936
2020-05-08,0.8265682575666666,1.1176385922269154,0.7519999980926514,1.181944507544425,1.143317258366565,0.9329669687054406,0.7412437494793647,0.9347258472637017,1.6690164636385878,0.37358642627192457
2020-05-11,0.8141143620886664,1.0990184863051926,0.7280000209808349,1.1138889819751576,1.144605532650308,0.9252746948713912,0.7205146596582397,0.9347258472637017,1.6778285888625768,0.3628836661397321
2020-05-12,0.7887453939466668,1.0825635294672153,0.7079999923706055,1.094444489331894,1.0979066341457062,0.8989010947551898,0.710507486991105,0.8903394657332112,1.7113146916062074,0.34854604340327383
2020-05-13,0.7818265924513336,1.0847286785509613,0.6659999847412109,1.0444444694636787,1.0653785070490815,0.9032966947745567,0.7040743775996828,0.8668407309079627,1.7832216657049247,0.35541195918366403
2020-05-14,0.8247231969133328,1.1006062549583358,0.7099999904632568,1.1652778563308148,1.0882448227308295,0.9362637473194941,0.7812723719796166,0.8642297672885221,1.6757137648647298,0.3582390873814484
2020-05-15,0.7892066591100002,1.0762124548546428,0.6940000057220459,1.094444489331894,1.0821255813113493,0.8945054947358227,0.7669763915499137,0.8668407309079627,1.5872399523169578,0.37762521385453046
2020-05-18,0.8307195560593333,1.1262990784378417,0.7400000095367432,1.1499999933772616,1.1349437212354312,0.938461494929492,0.8770550863835347,0.9007833202109736,1.45153327765247,0.3865104849094907
2020-05-19,0.8062730302666663,1.1208141295332017,0.7199999809265136,1.2138888892568187,1.1272141983895712,0.9054944423845546,0.8313080989787164,1.0026109636194407,1.4719773382516976,0.3863085416786871
2020-05-20,0.8145756272519998,1.1323614077730846,0.7119999885559082,1.1902777669238453,1.1304347612423309,0.9065933685892391,0.8148677487518727,0.9895561455222376,1.4187521610622418,0.3921647798217923
2020-05-21,0.8597785575306662,1.1543014236397586,0.6960000038146973,1.1833334282592516,1.159420318343559,0.9549449688022752,0.8641887312641168,1.0234987348252484,1.356362298340916,0.4065024025582506
2020-05-22,0.8648523863499998,1.153868415847821,0.6820000171661377,1.1805555868295985,1.192592582582055,0.9736262950844274,0.8806290133226736,0.9869451819027969,1.360944641106851,0.3984248659097718
2020-05-25,0.9261992454359999,1.1922632784284153,0.7360000133514404,1.2000000794728618,1.2161030354056743,1.0153845476680987,0.9835597179414431,1.0182768075863673,1.3288685106700253,0.4099353604484457
2020-05-26,0.8860700559993328,1.1900981293446693,0.7619999885559082,1.1847222165193085,1.2238325582515344,0.9802197475131633,0.9892780828460096,1.114882523755953,1.3352132515882862,0.4174071059212467
2020-05-27,0.9012915424573337,1.222286400075413,0.8,1.312500008278423,1.2582930967737735,1.0010988214053134,1.0142959122614161,1.114882523755953,1.353894914035188,0.41033924691005286
2020-05-28,0.8809963151573333,1.2074192118905789,0.8100000381469726,1.33472220989657,1.2450885925069024,0.9890109475518972,1.0164403502268435,1.1462140871892403,1.352132515882862,0.4139741480310516
2020-05-29,0.8740775136620003,1.214636302087027,0.8180000305175781,1.4333333289181744,1.229951676814417,0.9736262950844274,0.994996447750576,1.0966057161695857,1.3345082654348839,0.40609855461337635
2020-06-01,0.9132840847946662,1.2316686393556069,0.8340000152587891,1.437500091062654,1.2302738068136514,0.9967032213859466,1.0328806322854005,1.1853786037311325,1.3553048863419925,0.41276252716296297
2020-06-02,0.9534132742313333,1.26703233726858,0.8800000190734864,1.4930555951080215,1.208373635416412,1.0483516002130362,1.0872051670470684,1.2663185381840747,1.3542473398807091,0.4190226132509424
2020-06-03,0.9958487015073333,1.2899827413577944,0.9079999923706055,1.472222314204701,1.272141738182516,1.0780219789432912,1.070050072333369,1.4229764798510773,1.3440253768122752,0.4337641224490079
2020-06-04,1.0101475696613331,1.3035507960427581,0.8760000228881836,1.4569444512511478,1.2679549081886503,1.0901098527967075,1.0807719894873595,1.4334203343288399,1.4046527069189154,0.43800485326241734
2020-06-05,1.0285977363079994,1.3142321688228222,0.9,1.4763889438944113,1.2566828153473937,1.1032966528548083,1.0850607972499278,1.4621409963929697,1.3500175574226552,0.41922455648174606
2020-06-08,1.082564528735333,1.3560912038629758,0.9279999732971191,1.7291666859829873,1.2805152753136497,1.1428570530291104,1.2330236084500863,1.514360393282348,1.3450827888111987,0.4246769081632441
2020-06-09,1.0585793560833336,1.3416570234700795,0.9680000305175781,1.6736111819376198,1.278582986744633,1.1384614530097437,1.2394567860097951,1.5300261749989916,1.34543521465672,0.42629241549293984
2020-06-10,1.0092250393346662,1.3159641999905733,0.9119999885559082,1.5944444231045094,1.2753623010352757,1.1021977266501237,1.203002158616969,1.4308094329596823,1.3440253768122752,0.4339660656798115
2020-06-12,0.9976936741833328,1.2882506000659864,0.8420000076293945,1.5097222463216318,1.3033817138519954,1.0758241265339221,1.1401000764984515,1.4099217240041573,1.3045469589959051,0.43517768654790007
2020-06-15,0.9755534742073331,1.2856524431903027,0.9600000381469727,1.473611102464758,1.3085346881303694,1.050549452622405,1.1157969915699006,1.438642386068287,1.3567148586487972,0.4275040363610284
2020-06-16,1.0161439288073335,1.2990762353606584,0.9920000076293946,1.5694445125114789,1.2950080538642639,1.0725274527192397,1.1143674344279024,1.425587505720801,1.3429678303509918,0.4246769081632441
2020-06-17,1.0322877696373327,1.3272228430771833,1.0359999656677246,1.5500000198682156,1.3249597552500003,1.091208779001392,1.1786990736884182,1.4099217240041573,1.371166738637645,0.44729401077898473
2020-06-18,1.0285977363079994,1.337038090149315,1.1260000228881837,1.618055545437483,1.3349436966641117,1.1263735791563274,1.1701215944998553,1.4151436512430386,1.3940781835426004,0.45920839177926587
2020-06-19,1.0313653272880001,1.3371824627879798,1.1399999618530274,1.5569444909875787,1.3349436966641117,1.143955979233795,1.1779842610332758,1.5039165388045854,1.3923157853902746,0.45617932035067793
2020-06-22,0.9953874363439998,1.324336051048227,1.1020000457763672,1.5444444694636787,1.3587761566303678,1.1153845267082245,1.1894209908424087,1.446475214676326,1.3743391090967754,0.4571889979879629
2020-06-23,0.9940036408539995,1.3316975138833398,1.0800000190734864,1.5805556133205523,1.343961370937117,1.1054945052641771,1.2008577206515416,1.4438643133071682,1.3408530063531447,0.46122778557056876
2020-06-24,0.9617158712166667,1.3101905058086034,0.9399999618530274,1.538888919059142,1.3542673194938653,1.0736263789239242,1.15797005203558,1.4099217240041573,1.36059208079897,0.4525444192296792
2020-06-25,0.9847786015193334,1.3335739176897559,0.9739999771118164,1.5458333901785053,1.4138487151227013,1.0945054528160745,1.1408148891535939,1.4621409963929697,1.3422629786599494,0.4658723643288525
2020-06-26,0.9543358045580002,1.3022517726669447,0.9260000228881836,1.4875000447034847,1.378099902316719,1.061538400271137,1.143674071605877,1.4490862405460496,1.3352132515882862,0.44951534780109126
2020-06-29,0.9875461045219998,1.3257794470627051,0.9239999771118164,1.465277843085338,1.408695740844327,1.086813178982025,1.1622587916298615,1.4490862405460496,1.3299259226689488,0.4527463624604828
2020-06-30,0.9547970697213336,1.3280889687851158,0.9239999771118164,1.4833334150137747,1.448631260787577,1.0538461264370875,1.1851322512481273,1.438642386068287,1.2967923802331993,0.4674878716585482
2020-07-01,0.9760147393706664,1.3394919845103908,0.9739999771118164,1.4708333934898745,1.493719877865799,1.0758241265339221,1.1844174385929847,1.506527440173743,1.3091293017618402,0.47960419588963293
2020-07-02,0.9783209772099994,1.3366050823573772,0.9699999809265136,1.508333325606805,1.5178744678312899,1.09340652661139,1.2151537010812445,1.5117493674126243,1.2978497922321228,0.48727784607650454
2020-07-03,0.9847786015193334,,0.9600000381469727,1.4875000447034847,1.539130502086658,1.0956043790207588,1.2294496815109472,1.5169712946515055,1.3137116445277752,0.48869144869212966
2020-07-06,1.044741665115333,,0.965999984741211,1.5555555702727522,1.5249597306786806,1.1384614530097437,1.248034265198358,1.5378590036070303,1.3006697368457323,0.4919224633515212
2020-07-07,1.0013837075126661,,0.95,1.5194444264158786,1.5294686906717812,1.0978021266307567,1.2566118807234945,1.506527440173743,1.2756431990182096,0.4951534780109127
2020-07-08,1.035516625780667,1.388856855024322,1.0,1.5777777718908992,1.5581321177737746,1.1175823791175934,1.26876342318777,1.514360393282348,1.274233361173765,0.49111469042830685
2020-07-09,1.0124538954780002,1.3771652041457743,0.9800000190734863,1.538888919059142,1.5478261692170263,1.1208790529322759,1.2694782358429124,1.4960835856959807,1.2855128707034822,0.5066639725495866
2020-07-10,1.0272140287953333,1.390588886192073,0.9819999694824219,1.5597221999624624,1.5384863649447864,1.1241757267469583,1.2794853403417603,1.4986944870651382,1.2929150236206666,0.5062600860879795
2020-07-13,1.0129150726639995,1.3719688903944072,0.9960000038146972,1.620833386867136,1.5394525092292948,1.1032966528548083,1.2866333305566118,1.480417803979337,1.2710609907146344,0.49818254943950063
2020-07-14,1.029981531798,1.3943418039289621,0.9800000190734863,1.6930555421261135,1.5832528520237736,1.116483452912909,1.2766262260577639,1.4986944870651382,1.2922100374672643,0.4983844926703042
2020-07-15,1.0470479909320003,1.414982686295766,0.9800000190734863,1.6569445307240096,1.5942029377223934,1.1285714315656963,1.3109364154851626,1.5091384660434666,1.369404206022959,0.5048465219890873
2020-07-16,1.0285977363079994,1.3975173412352484,0.9640000343322754,1.6236110958420196,1.6315620319547555,1.1153845267082245,1.3023587999600261,1.493472559826257,1.365174423564905,0.5076736501868716
2020-07-17,1.0336715651273332,1.4308602627031404,1.0520000457763672,1.65277776857953,1.6167472462615045,1.1285714315656963,1.3316654371380008,1.506527440173743,1.4046527069189154,0.5191841447255455
2020-07-20,1.0433579576026668,1.4506351294860687,1.047999954223633,1.6486111388898197,1.6512077847837434,1.1450549054384795,1.3402430526631373,1.5639686398014365,1.4183997352167208,0.532915976286326
2020-07-21,1.071494428747333,1.4476039648184473,1.065999984741211,1.6194444661523095,1.6334944433803698,1.1560439578865824,1.3652609502468305,1.5561358111933976,1.427564286286231,0.5304927345501488
2020-07-22,1.0530442621006664,1.4489029881942606,1.1039999961853026,1.6402778795103994,1.658615177630369,1.1560439578865824,1.4031450666133682,1.5221932218903866,1.3923157853902746,0.5310985257258266
2020-07-23,1.0378228636199998,1.420323372685798,1.0439999580383301,1.618055545437483,1.680193219028374,1.1395603792144282,1.358112960031979,1.472584850870732,1.4360239856646988,0.5296849616269345
2020-07-24,1.0442803999519996,1.4230657920760896,1.0539999961853028,1.6124999950329462,1.6492753733581291,1.148351579253162,1.3545390330928402,1.4099217240041573,1.4910115610064802,0.5323101851106482
2020-07-27,1.0922509212106666,1.450057749055466,1.047999954223633,1.700000013245477,1.6392915548006155,1.2109890105283545,1.374553242090536,1.4151436512430386,1.468804967792567,0.529886904857738
2020-07-28,1.084870854552,1.4441397923588881,1.0239999771118165,1.7083334050796668,1.6041868791365048,1.1956043580608846,1.3523945951274126,1.4229764798510773,1.4804370376301654,0.5240307052313657
2020-07-29,1.1190036848426665,1.464780674725692,0.9880000114440918,1.8055556033864446,1.6070854348466277,1.2230768843817708,1.3388134273528522,1.4203655784819198,1.462460361336666,0.5268578334291502
2020-07-30,1.0797970257326663,1.4623267803646163,0.9680000305175781,1.7750000099341077,1.606763304847393,1.198901031875567,1.3016439873048835,1.4856397312182181,1.4881917508552311,0.5274636631215609
2020-07-31,1.0350553606173334,1.433169784425551,1.0739999771118165,1.7013889339603037,1.6222222276825156,1.1725274317593655,1.3509649698171278,1.4516971419152072,1.4804370376301654,0.5216074249784557
2020-08-03,1.0239852606293336,1.4318706509256809,1.0800000190734864,1.8083334448160977,1.6064412977047562,1.175824105574048,1.3223731452942955,1.4751958767404556,1.5188579089852523,0.5216074249784557
2020-08-04,1.0018449726759995,1.4087759843218584,1.0260000228881836,1.7722223009592242,1.5977456305743878,1.1219779791369604,1.254467442758067,1.4020887708955525,1.4832569822437747,0.5238287620005622
2020-08-05,1.0064575363319996,1.4288394862580593,1.0119999885559081,1.8222222546000548,1.6035427419946333,1.1208790529322759,1.250893515818928,1.4151436512430386,1.596052077540947,0.5250403828686507
2020-08-06,1.0133763378273328,1.4458718235266392,1.1199999809265138,1.8208333338852283,1.6499195105000006,1.1340658529903767,1.253752766439498,1.4647520222626933,1.6327105507437079,0.5819870643863425
2020-08-07,1.0073800666586665,1.4265300746597056,1.05,1.7986111322670812,1.614492827693253,1.1219779791369604,1.2301643578295163,1.4334203343288399,1.6277757821322516,0.5811793299798611
2020-08-10,1.0161439288073335,1.436778329523775,1.0300000190734864,1.9402778662649225,1.6041868791365048,1.1384614530097437,1.2251608055800924,1.4099217240041573,1.669369023946469,0.5381663847370205
2020-08-11,1.007841331822,1.4174364705327847,1.0119999885559081,1.9333333951455591,1.588083819159511,1.1208790529322759,1.1829878132826996,1.4229764798510773,1.6531547458052953,0.5555331174187996
2020-08-12,0.9986162045099997,1.4193129844632575,1.00600004196167,1.9180556646467757,1.5739130477515337,1.1109889266888575,1.1658327185690005,1.3603133529845026,1.6647866811805339,0.5654281046277777
2020-08-13,0.9778598000240002,1.3930427805531487,0.9979999542236329,1.9013888809783956,1.5822867077392653,1.0835164003679716,1.1350965242490274,1.3942559422875136,1.680295973168305,0.5632067676056712
2020-08-14,0.9792435075366663,1.4068995805154423,0.9899999618530273,1.9000000927183387,1.5845411263075166,1.091208779001392,1.1350965242490274,1.3942559422875136,1.779696869400273,0.5607835258694941
2020-08-17,0.9506457712286668,1.3832275334810171,0.9600000381469727,1.9361111041204426,1.5053141007062902,1.0582417264564545,1.086490354391926,1.3211488364426105,1.79696855954037,0.5452342437482143
2020-08-18,0.9607933408899998,1.4181582236020522,0.9680000305175781,2.0583333454750203,1.55780998777454,1.0769230527386067,1.1322373417967442,1.3942559422875136,1.8329220465897287,0.5654281046277777
2020-08-19,0.9571033075606665,1.4001154981109318,0.9800000190734863,2.0680556580240372,1.5742351777507684,1.0692306741051862,1.1250893515818927,1.3812010619400277,1.7846316380117293,0.5593699617706019
2020-08-20,0.9547970697213336,1.4097863725443986,0.9760000228881835,2.0569445572149636,1.5780998777453996,1.0626373264758213,1.1508220618207285,1.3968668436566714,1.8417341718137177,0.5561389471112104
2020-08-21,0.9547970697213336,1.4087759843218584,0.9880000114440918,2.0111111008090736,1.5706924848987742,1.0692306741051862,1.1572552393804376,1.4360313601985635,1.838209375509066,0.5674474984190807
2020-08-24,0.9764760045339999,1.4217667687002762,1.00600004196167,2.02083341335809,1.5458937577914118,1.0802197265532891,1.1543959887598676,1.446475214676326,1.838209375509066,0.5615912602759755
2020-08-25,0.9764760045339999,1.4196016196165304,0.9720000267028809,2.061111186904674,1.5826087148819024,1.0714285265145553,1.1879915018686973,1.446475214676326,1.8011983419984239,0.5621970899683862
2020-08-26,0.9561807772339996,1.3947748117208998,0.9479999542236328,2.02916667273751,1.610950134841259,1.0560438740470854,1.1686919691895705,1.4020887708955525,1.8244623472112607,0.5674474984190807
2020-08-27,0.9704797333653337,1.398239094304516,0.9300000190734863,2.0763889174034573,1.636070869091258,1.0648350740858195,1.11365262177276,1.3942559422875136,1.8124778515281412,0.5696687969244543
2020-08-28,0.9903136075246662,1.4188799766713198,0.9319999694824219,2.1180556116648677,1.637359143375001,1.0747252003292378,1.1022158919636271,1.4020887708955525,1.7973211198482513,0.5815831779247354
2020-08-31,0.9566420423973331,1.3892898628162598,0.9119999885559082,2.112500061260331,1.5942029377223934,1.03626372635962,1.081486802142502,1.357702327114779,1.7694747718694792,0.582794837309557
2020-09-01,0.9760147393706664,1.4196016196165304,0.9100000381469726,2.1486112051172044,1.6057971605628847,1.0681318526998729,1.142244446295592,1.4308094329596823,1.8019033281518262,0.5825928940787534
2020-09-02,0.9741697666946669,1.416714827587574,0.9359999656677246,2.119444532379694,1.5864734148765334,1.0538461264370875,1.134381711593885,1.4412532874374446,1.7275289697473808,0.6027867549583168
2020-09-03,1.0124538954780002,1.3995381176803292,0.9119999885559082,2.087500018212531,1.5648953734785285,1.0758241265339221,1.1236597944398945,1.3968668436566714,1.6919280430059034,0.5678513848806879
2020-09-04,1.0133763378273328,1.4061778274461747,0.9359999656677246,2.0791667588331104,1.566827784904143,1.0736263789239242,1.095782714403918,1.3890340150486324,1.6757137648647298,0.5575525112101025
2020-09-08,0.9972324969973336,1.3972287060819755,0.9399999618530274,2.0916667803570106,1.5829308448811368,1.059340652661139,1.1065046315579086,1.4334203343288399,1.6489248288848815,0.5593699617706019
2020-09-09,0.994464906017333,1.40733258830738,0.9380000114440918,2.1958334497831515,1.5980676377170246,1.0637362526805059,1.122944981784752,1.3524803998758979,1.6584419402622728,0.5831986852544312
2020-09-10,0.9617158712166667,1.3718245177557422,0.9279999732971191,2.1361111835933047,1.5388083720874233,1.0395604001743024,1.0786276196902187,1.357702327114779,1.6337679627426314,0.570274626616865
2020-09-11,0.9437268817559994,1.3637414119754185,0.8880000114440918,2.2222222810910086,1.5104670749846645,1.0186813262821521,1.0486061698571016,1.3054830547259668,1.6073315870706641,0.5583602456165839
2020-09-14,0.9547970697213336,1.3930427805531487,0.95,2.250000165568462,1.5381642349455518,1.0307692001355684,1.059328087011092,1.3550914257456215,1.6256608236720447,0.5825928940787534
2020-09-15,0.9446494120826663,1.392321027483881,0.9199999809265137,2.3041667488990027,1.5536232806372718,1.0175824000774676,1.059328087011092,1.3342037167900966,1.7232991872893269,0.5856219655073412
2020-09-16,0.9464944727360001,1.3843822943422224,0.9159999847412109,2.265277763612476,1.5317231092400325,1.0175824000774676,1.0850607972499278,1.3368146181592542,1.6771237371715344,0.5886510369359292
2020-09-17,0.9488007105753331,1.3910220041080679,0.9119999885559082,2.3236111090874965,1.60547503056365,1.0164834738727833,1.0829163592845001,1.344647571267859,1.727881530055262,0.5728998501005788
2020-09-18,0.9261992454359999,1.3660508235737723,0.8520000457763672,2.2777777851363763,1.638647417658744,0.9879120213472127,1.0428878049525352,1.3054830547259668,1.7641874429501418,0.5714862474849536
2020-09-21,0.9123616424453336,1.3454099412069684,0.8300000190734863,2.2541666628034025,1.6621578704823632,0.9868130951425282,1.0328806322854005,1.2663185381840747,1.710609705452805,0.5666397254958664
2020-09-22,0.9178966484506663,1.3532044118340192,0.85,2.3305557126616296,1.6492753733581291,0.9868130951425282,1.0521801649645273,1.263707636814917,1.66972144979199,0.5735056412762566
2020-09-23,0.8962177136380001,1.3301097452301966,0.8260000228881836,2.237500144044562,1.6621578704823632,0.9670329474550625,1.0486061698571016,1.229765047511906,1.643637634427904,0.5474555807703207
2020-09-24,0.9132840847946662,1.3493072315825223,0.8340000152587891,2.1972222380432087,1.6199678091142642,0.9923076213665796,1.054324534761668,1.1331593313423203,1.6214310412139907,0.5650242181661705
2020-09-25,0.9123616424453336,1.3495958667357952,0.8300000190734863,2.209722259567109,1.6241546391081298,0.9912087999612662,1.0321658196302579,1.1018276434084668,1.6968628116173596,0.5716881907157573
